央视,#genre#
优漫卡通,http://122.96.52.98:8006/JS_CUCC/G_YOUMAN.m3u8?Authinfo=WJEw%2FLGOpXAbDrp8qfrNV%2FCBeOaNxE0s%2FA%2BDoRLlVB1knaAaU1ZneM33O4nxNsRy&p=GITV&area=JS_CUCC
炫动卡通,http://122.96.52.98:8006/JS_CUCC/G_XUANDONG.m3u8?Authinfo=WJEw%2FLGOpXAbDrp8qfrNV%2BtavAt%2Bkwmaf8d%2FsUioWvfyvpPW8hxBd0Rtq%2Bwa619R&p=GITV&area=JS_CUCC
南京少儿,http://122.96.52.98:8006/JS_CUCC/G_NJSE.m3u8?Authinfo=WJEw%2FLGOpXAbDrp8qfrNVygFNI7cApTsn2ORmrpNAw3El4iMNl0LfXN60kch0at8&p=GITV&area=JS_CUCC

教育,#genre#
CETV-1,http://122.96.52.98:8006/JS_CUCC/G_CETV-1.m3u8?Authinfo=WJEw%2FLGOpXAbDrp8qfrNV2XN6jI9hZFwiMv2sWVmPgNy3SBZSWLfpNi3MsqhXagJ&p=GITV&area=JS_CUCC
CETV-2,http://122.96.52.98:8006/JS_CUCC/G_CETV-2.m3u8?Authinfo=WJEw%2FLGOpXAbDrp8qfrNV2G2CGq0510Zz94a54zG8Ehy3SBZSWLfpNi3MsqhXagJ&p=GITV&area=JS_CUCC
CETV-3,http://122.96.52.98:8006/JS_CUCC/G_CETV-3.m3u8?Authinfo=WJEw%2FLGOpXAbDrp8qfrNV5ugu22Ytkz6srRcitxWRnFy3SBZSWLfpNi3MsqhXagJ&p=GITV&area=JS_CUCC
CETV-4,http://122.96.52.98:8006/JS_CUCC/G_CETV-4.m3u8?Authinfo=WJEw%2FLGOpXAbDrp8qfrNV3pVB%2FARIHQWl%2BJHXauBVaty3SBZSWLfpNi3MsqhXagJ&p=GITV&area=JS_CUCC
山东教育电视台,http://122.96.52.98:8006/JS_CUCC/G_SDETV.m3u8?Authinfo=WJEw%2FLGOpXAbDrp8qfrNV7Emmqc7nhA2P0GrdMsg%2B1YP5XS5s%2Ba9itJSw7vVkZCl&p=GITV&area=JS_CUCC
江苏教育,http://122.96.52.98:8006/JS_CUCC/G_JSJY.m3u8?Authinfo=WJEw%2FLGOpXAbDrp8qfrNV%2FcYVG9eHy27CdYonIRDQ2HEl4iMNl0LfXN60kch0at8&p=GITV&area=JS_CUCC
南京科教,http://122.96.52.98:8006/JS_CUCC/G_NJJK.m3u8?Authinfo=WJEw%2FLGOpXAbDrp8qfrNV3zBbJ11%2BCPBCR1wJVDoiu%2FEl4iMNl0LfXN60kch0at8&p=GITV&area=JS_CUCC

江苏,#genre#
江苏城市,http://122.96.52.98:8006/JS_CUCC/G_JSCS.m3u8?Authinfo=WJEw%2FLGOpXAbDrp8qfrNV0VXky3yrvHaPWIhi1OGf3rEl4iMNl0LfXN60kch0at8&p=GITV&area=JS_CUCC
江苏新闻,http://122.96.52.98:8006/JS_CUCC/G_JSGG.m3u8?Authinfo=WJEw%2FLGOpXAbDrp8qfrNV1Op7yjRnMBqQTgRZug4yMTEl4iMNl0LfXN60kch0at8&p=GITV&area=JS_CUCC
江苏影视,http://122.96.52.98:8006/JS_CUCC/G_JSYS.m3u8?Authinfo=WJEw%2FLGOpXAbDrp8qfrNV3E%2FmnfOYuAMJyOyWkUpeuXEl4iMNl0LfXN60kch0at8&p=GITV&area=JS_CUCC
江苏休闲体育,http://122.96.52.98:8006/JS_CUCC/G_JSTY.m3u8?Authinfo=WJEw%2FLGOpXAbDrp8qfrNV1NTwCjBcOU36noR2qwlgCvEl4iMNl0LfXN60kch0at8&p=GITV&area=JS_CUCC
江苏综艺,http://122.96.52.98:8006/JS_CUCC/G_JSZY.m3u8?Authinfo=WJEw%2FLGOpXAbDrp8qfrNV9HnheWc94RxlJmij1JCgOzEl4iMNl0LfXN60kch0at8&p=GITV&area=JS_CUCC
南京影视,http://122.96.52.98:8006/JS_CUCC/G_NJYS.m3u8?Authinfo=WJEw%2FLGOpXAbDrp8qfrNV9ROy%2F3qlMcIG9kk6c9slbzEl4iMNl0LfXN60kch0at8&p=GITV&area=JS_CUCC
南京新闻综合,http://122.96.52.98:8006/JS_CUCC/G_NJXW.m3u8?Authinfo=WJEw%2FLGOpXAbDrp8qfrNV8RSPA%2FM5vDDCxATVPzoe1XEl4iMNl0LfXN60kch0at8&p=GITV&area=JS_CUCC
南京信息,http://122.96.52.98:8006/JS_CUCC/G_NJXX.m3u8?Authinfo=WJEw%2FLGOpXAbDrp8qfrNV%2F0My76ZM3atCcKLCh5zEr7El4iMNl0LfXN60kch0at8&p=GITV&area=JS_CUCC
南京娱乐,http://122.96.52.98:8006/JS_CUCC/G_NJYL.m3u8?Authinfo=WJEw%2FLGOpXAbDrp8qfrNV1Kjp7wNt%2FHJuBghS79NWPfEl4iMNl0LfXN60kch0at8&p=GITV&area=JS_CUCC
南京生活,http://122.96.52.98:8006/JS_CUCC/G_NJSH.m3u8?Authinfo=WJEw%2FLGOpXAbDrp8qfrNV3bLPw8awH%2FYzSSEzQktV6fEl4iMNl0LfXN60kch0at8&p=GITV&area=JS_CUCC
南京十八,http://122.96.52.98:8006/JS_CUCC/G_NJSB.m3u8?Authinfo=WJEw%2FLGOpXAbDrp8qfrNV5hjuBymb9kqnwH%2BjoISqRbEl4iMNl0LfXN60kch0at8&p=GITV&area=JS_CUCC
苏州新闻综合1,http://tylive.kan0512.com/norecord/norecord_csztv1.m3u8
苏州社会经济2,http://tylive.kan0512.com/norecord/norecord_csztv2.m3u8
苏州文化生活3,http://tylive.kan0512.com/norecord/norecord_csztv3.m3u8
苏州生活资讯5,http://tylive.kan0512.com/norecord/norecord_csztv5.m3u8
苏州4K,http://liveshowbak2.kan0512.com/ksz-norecord/csztv4k_4k.m3u8

其他,#genre#
好享购物,http://122.96.52.98:8006/JS_CUCC/G_HAOXIANG.m3u8?Authinfo=WJEw%2FLGOpXAbDrp8qfrNV4r%2BQfloJTlt0cDwXJ5lsOryvpPW8hxBd0Rtq%2Bwa619R&p=GITV&area=JS_CUCC
